,transaction_date_time,payment_key,customer_key,time_key,item_key,store_key,item_name,item_description,customer_name,customer_upazila,customer_district,customer_division,quarter,store_size,store_city,store_upazila,store_district,store_division,quantity,unit,unit_price,total_price
10,16-06-2019 23:33,P013,C001690,T09758,I00127,S0038,Sugar in the Raw Packets,Coffee Sweetener,sarvesh,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,108,pk,12.5,1350.0
11,30-09-2014 18:41,P021,C000028,T09584,I00126,S0038,Splenda Sweetener,Coffee Sweetener,vansu dev,Bishwanath,Sylhet,Sylhet,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,566,ct,25.0,14150.0
12,23-02-2017 11:28,P035,C000271,T02502,I00223,S0038,Lance Variety Cracker Packs ,Food - Snacks,shakir,Agargaon,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,ct,13.5,27.0
13,23-02-2017 11:28,P013,C000564,T02502,I00237,S0038,Breath Savers Peppermints 12/roll ,Gum - Mints,shiva,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,16.0,208.0
14,11-12-2017 04:24,P013,C001871,T03382,I00258,S0038,Lysol Disinfectant Spray 19 oz,Kitchen Supplies,shakuntala sharma,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,pk,21.0,63.0
15,06-06-2020 01:22,P017,C001991,T09851,I00153,S0038,Cheez It White Cheddar 1.5 oz,Food - Chips,smt kanchan devi,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,29,bags,15.0,435.0
16,09-10-2015 08:27,P032,C001959,T02200,I00246,S0038,Cascade Gel Packs Dishwasher,Kitchen Supplies,jyoti,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,34,ct,20.0,680.0
17,06-01-2017 17:05,P007,C000397,T01966,I00082,S0038,100% Juice Box Variety 6.75 oz ,Beverage - Juice,satyender @ kalu,Savar,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,33,ct,15.0,495.0
18,19-07-2022 22:04,P014,C000174,T00669,I00183,S0038,Snickers Bars 1.8oz,Food - Chocolate,sujen manjhi,Shyamoli,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,31,ct,35.0,1085.0
19,13-10-2021 02:12,P009,C000906,T05154,I00260,S0038,Napkins Square Lunch,Kitchen Supplies,anita,Uttara,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,919,ct,15.0,13785.0
20,11-03-2018 14:25,P019,C001193,T08837,I00152,S0038,Cheez It Original Crackers 1.5oz,Food - Chips,poonam,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,42,bags,15.0,630.0
21,31-12-2017 15:56,P008,C001385,T00834,I00072,S0038,Gatorade Variety 20 oz ,Beverage - Gatorade,sajida,Bishwanath,Sylhet,Sylhet,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,bottles,20.0,320.0
22,08-08-2020 05:52,P016,C000211,T06390,I00227,S0038,Keebler Cookie & Cracker Variety,Food - Sweets,gappu,Megna,Comilla,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,pk,15.0,30.0
23,09-07-2020 20:49,P017,C001956,T05213,I00231,S0038,Nabisco Cookie Variety Pk Oreo/ChocChip,Food - Sweets,ramdulari @ gulabu,Megna,Comilla,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,pk,16.0,48.0
24,18-10-2014 12:38,P023,C001843,T09193,I00107,S0038,Dunkin Donuts Original Blend,Coffee Ground,komal,Gournadi,Barishal,Barishal,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,15,oz,20.0,300.0
25,13-06-2017 17:39,P021,C001907,T06398,I00077,S0038,Fuze Iced Tea,Beverage - Iced Tea,suman,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,6.75,13.5
26,21-01-2014 00:58,P012,C000272,T00746,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,haseen ahmed,Keranigong,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,14.0,182.0
27,20-02-2014 22:06,P031,C000659,T08261,I00063,S0038,Red Bull 8.4 oz,Beverage - Energy/Protein,damanjeet singh,Megna,Comilla,Chittagong,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,19,cans,40.0,760.0
28,14-12-2014 04:52,P021,C000060,T01703,I00066,S0038,Gatorade Frost Variety 20 oz ,Beverage - Gatorade,yognder,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,bottles,20.0,220.0
29,08-06-2019 13:28,P006,C001717,T06878,I00086,S0038,V8 100% Vegetable Juice 11oz cans,Beverage - Juice,sheetal,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,cans,18.0,108.0
30,18-04-2018 01:00,P039,C000318,T00734,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,avdhesh,Shyamoli,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,25,ct,14.0,350.0
31,19-08-2015 05:32,P039,C001559,T01262,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,chanchal,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,22,ct,14.0,308.0
32,09-04-2019 02:28,P031,C000866,T03872,I00119,S0038,K Cups Original Donut Shop Med. Roast,Coffee K-Cups,chanchal,Keranigong,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,83,ct,53.0,4399.0
33,09-02-2022 10:13,P009,C000391,T04138,I00177,S0038,M&M Peanut Candy 1.7 oz,Food - Chocolate,vashudev,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,35.0,455.0
34,28-02-2019 11:51,P031,C000096,T06658,I00026,S0038,Sprite - 12 oz cans,a. Beverage - Soda,guddu,Megna,Comilla,Chittagong,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,cans,6.75,67.5
35,27-10-2018 02:19,P031,C000890,T09952,I00242,S0038,Trident Original Flavor 18/pk,Gum - Mints,rinukanwr,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,pk,12.0,132.0
36,31-10-2022 04:29,P023,C000982,T03063,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,mamta,Bishwanath,Sylhet,Sylhet,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,25,ct,14.0,350.0
37,27-07-2019 21:36,P035,C001572,T03017,I00253,S0038,ForceFlex Trash Bags 13 Gal ,Kitchen Supplies,kumari radha,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,98,bags,21.0,2058.0
38,18-10-2019 17:11,P004,C001606,T00982,I00232,S0038,"Pop-Tarts, Brown Sugar Cinnamon ",Food - Sweets,sareen bano,Dhanmondi,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,7,ct,12.0,84.0
39,01-08-2017 02:36,P001,C000759,T05534,I00172,S0038,Hershey Chocoalte Minatures Assort.,Food - Chocolate,pooja,Dhanmondi,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,17,oz,19.0,323.0
40,19-06-2015 05:46,P004,C000343,T00647,I00220,S0038,Austin Cookie Cracker Variety,Food - Snacks,narayan gadri,Mirpur-1,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,32,ct,14.0,448.0
41,05-05-2021 08:32,P027,C000408,T07903,I00154,S0038,Chex Mix Original,Food - Chips,amarapal,Shyamoli,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,21,Bags,15.0,315.0
42,18-11-2020 16:03,P015,C001464,T00309,I00040,S0038,Perrier Sparkling Water plastic 16.9oz,a. Beverage Sparkling Water,suman,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,17,bottles,22.0,374.0
43,27-08-2019 10:28,P012,C000424,T08928,I00212,S0038,Sargento String Cheese 0.75oz,Food - Healthy,sagar,Mirpur-1,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,ct,12.0,72.0
44,03-11-2022 14:11,P039,C000749,T03698,I00081,S0038,Tejava Unsweetened Black Tea 16.9oz,Beverage - Iced Tea,priyanka,Uttara,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,bottles,29.0,87.0
45,24-07-2018 00:44,P009,C001273,T07172,I00023,S0038,Pepsi - 12 oz cans,a. Beverage - Soda,ruksar,Mirpur-1,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,6.75,13.5
46,24-06-2014 06:08,P012,C000495,T02148,I00094,S0038,Ozarka Spring Water Mini 8oz,Beverage Water,raja ram,Bishwanath,Sylhet,Sylhet,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,bottles,11.0,99.0
47,07-09-2018 23:22,P004,C001378,T01919,I00163,S0038,Goldfish Pepperidge Farm Cheddar 1.5oz ,Food - Chips,shivani,Megna,Comilla,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,bags,15.0,150.0
48,10-06-2018 12:13,P002,C001133,T00727,I00075,S0038,Brisk Lemon Iced Tea - 12 oz cans,Beverage - Iced Tea,tapsam,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,27,cans,15.5,418.5
49,14-11-2017 20:00,P036,C001133,T05847,I00182,S0038,Reese's Pieces Peanutbutter Candy,Food - Chocolate,tapsam,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,oz,15.0,120.0
50,17-11-2021 18:26,P038,C001297,T06467,I00081,S0038,Tejava Unsweetened Black Tea 16.9oz,Beverage - Iced Tea,usha,Farmgate,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,bottles,29.0,145.0
51,04-03-2016 20:35,P020,C001153,T09113,I00144,S0038,Paper Plate 10 inch Ultra Strong,Dishware - Plates,heena,Keranigong,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,109,ct,20.0,2180.0
52,19-09-2019 19:14,P023,C001153,T07891,I00174,S0038,Hershey Kisses ,Food - Chocolate,heena,Keranigong,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,oz,18.0,162.0
53,21-06-2016 15:25,P004,C001143,T01352,I00135,S0038,Chinet Comfort Hot Cups with Lids 16oz,Dishware - Cups Hot,sandhya,Kharpara,B.Baria,Chittagong,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,26,ct,14.0,364.0
54,17-01-2019 07:17,P036,C000741,T01879,I00029,S0038,Sunkist Orange - 12 oz cans,a. Beverage - Soda,priya,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,12,cans,11.5,138.0
55,28-05-2016 03:57,P005,C000022,T03878,I00192,S0038,Cliff Energy Bars Variety Pack,Food - Healthy,rahul,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,22,ct,24.0,528.0
56,22-12-2015 17:28,P026,C000806,T09165,I00173,S0038,Hershey Factory Favorites Mix,Food - Chocolate,preeti,Keranigong,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,80,ct,19.0,1520.0
57,10-06-2017 23:52,P028,C000995,T07893,I00123,S0038,Honey Packets  ,Coffee Sweetener,manisha,Uttara,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,45.0,585.0
58,05-12-2015 05:10,P016,C001358,T00843,I00068,S0038,Gatorade Liberty Variety 20 oz ,Beverage - Gatorade,isha naaz,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,bottles,20.0,220.0
59,18-04-2022 00:37,P013,C000004,T02832,I00128,S0038,Sweet N Low Sweetener,Coffee Sweetener,bhagwati prasad,Megna,Comilla,Chittagong,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1162,pk,16.0,18592.0
60,19-05-2018 11:08,P017,C000655,T04425,I00259,S0038,Lysol Wipes 100 ct,Kitchen Supplies,arun,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,4,pack,26.0,104.0
61,22-10-2014 04:22,P035,C000580,T00097,I00114,S0038,K Cups – Starbuck's Pike Place,Coffee K-Cups,annu,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,34,ct,44.0,1496.0
62,17-03-2014 18:40,P031,C000573,T02015,I00200,S0038,Kind  Bars Mini Variety Pack 0.7 oz ,Food - Healthy,sonu,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,bars,20.0,120.0
63,30-03-2018 07:50,P001,C001545,T02957,I00259,S0038,Lysol Wipes 100 ct,Kitchen Supplies,hemraj,Bishwanath,Sylhet,Sylhet,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1,pack,26.0,26.0
64,30-03-2018 07:50,P015,C000422,T02957,I00123,S0038,Honey Packets  ,Coffee Sweetener,dinesh,Savar,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,32,ct,45.0,1440.0
65,12-09-2015 00:13,P033,C000735,T05205,I00194,S0038,Detour Lower Sugar Protein Bar,Food - Healthy,salima,Kharpara,B.Baria,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,bars,23.0,368.0
66,28-12-2015 18:01,P008,C001785,T04175,I00134,S0038,Red Plastic Cups 18oz,Dishware - Cups Cold,shahna,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,250,ct,16.0,4000.0
67,07-04-2022 01:31,P035,C000161,T05431,I00144,S0038,Paper Plate 10 inch Ultra Strong,Dishware - Plates,vivek,Mogbazar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,203,ct,20.0,4060.0
68,09-08-2018 10:31,P039,C001425,T04977,I00073,S0038,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,manisha,Bashundhara R/A,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,19,bottles,20.0,380.0
69,01-05-2019 20:56,P006,C000839,T04683,I00045,S0038,Waterloo Sparkling Grapefruit 12oz,a. Beverage Sparkling Water,seema,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,cans,8.0,40.0
70,06-05-2018 09:12,P026,C000648,T02431,I00057,S0038,Muscle Milk Protein Shake Van. 11oz,Beverage - Energy/Protein,aasish  kumar,Bashundhara R/A,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,bottles,24.0,120.0
71,21-05-2016 21:17,P015,C000226,T08658,I00055,S0038,Monster Zero Ultra Variety 16 oz,Beverage - Energy/Protein,naval kishore,Bashundhara R/A,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,20,cans,40.0,800.0
72,17-09-2021 14:26,P010,C001439,T05278,I00053,S0038,Monster Original Green 16 oz,Beverage - Energy/Protein,khushi,Bishwanath,Sylhet,Sylhet,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,12,cans,40.0,480.0
73,12-03-2016 01:19,P005,C001135,T07605,I00109,S0038,Folgers Classic Roast Coffee,Coffee Ground,khusboo,Mohammadpur,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,7,oz,17.0,119.0
74,02-06-2019 13:25,P025,C001928,T03732,I00011,S0038,Diet Coke Caffeine Free 12oz cans,a. Beverage - Soda,mamita,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,6.75,13.5
75,14-12-2017 03:03,P022,C000596,T09686,I00119,S0038,K Cups Original Donut Shop Med. Roast,Coffee K-Cups,gaurav kumar,Agargaon,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,ct,53.0,848.0
76,07-11-2017 11:49,P018,C001397,T06387,I00104,S0038,Njoy Creamer Canister 16 oz,Coffee Creamer,roshan,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,ct,14.0,42.0
77,02-10-2015 15:44,P028,C001251,T08887,I00083,S0038,Ocean Spray Cranberry Juice Cocktail 15oz ,Beverage - Juice,virjiniya,Agargaon,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1,bottles,14.0,14.0
78,14-06-2017 17:18,P031,C000163,T05384,I00183,S0038,Snickers Bars 1.8oz,Food - Chocolate,deep,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,44,ct,35.0,1540.0
79,22-05-2020 02:36,P029,C000050,T01382,I00057,S0038,Muscle Milk Protein Shake Van. 11oz,Beverage - Energy/Protein,harsh dagar,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,bottles,24.0,216.0
80,23-06-2020 06:25,P034,C000809,T05083,I00225,S0038,Famous Amos Cookies ,Food - Sweets,aakanksha,Agargaon,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,ct,17.0,272.0
81,30-10-2017 16:52,P005,C001344,T03030,I00038,S0038,Perrier Flavors Sparkling Water 16.9oz,a. Beverage Sparkling Water,poonam,Keranigong,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,bottles,23.0,184.0
82,10-12-2020 12:17,P018,C001772,T08215,I00054,S0038,Monster Zero Ultra 16 oz,Beverage - Energy/Protein,kavita,Kharpara,B.Baria,Chittagong,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,15,cans,40.0,600.0
83,13-07-2015 12:31,P031,C001390,T00481,I00112,S0038,Swiss Miss Hot Cocoa Mix 1 oz,Coffee Hot Cocoa,smt. vidhya tiwari,Bashundhara R/A,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,51,ct,14.0,714.0
84,27-01-2019 11:12,P036,C001728,T00709,I00114,S0038,K Cups – Starbuck's Pike Place,Coffee K-Cups,smt gita,Bashundhara R/A,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,34,ct,44.0,1496.0
85,25-11-2017 11:14,P035,C000477,T06790,I00002,S0038,A&W Root Beer Diet - 12 oz cans,a. Beverage - Soda,shsi kant,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,cans,6.75,54.0
86,27-09-2020 19:22,P035,C000742,T09406,I00002,S0038,A&W Root Beer Diet - 12 oz cans,a. Beverage - Soda,pooja,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,cans,6.75,67.5
87,28-03-2017 16:00,P004,C001832,T09597,I00021,S0038,Hawaiian Punch - 12 oz cans,a. Beverage - Soda,ekta,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,cans,6.75,33.75
88,28-10-2014 09:53,P006,C001891,T07620,I00016,S0038,Dr. Pepper - 12 oz cans,a. Beverage - Soda,komal kumari,Kharpara,B.Baria,Chittagong,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,16.25,32.5
89,22-12-2014 08:17,P018,C001494,T01060,I00139,S0038,Foam Coffee Cups - 16 ounce,Dishware - Cups Hot,rubby,Uttara,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,332,ct,24.0,7968.0
90,24-09-2020 00:56,P019,C001592,T05114,I00180,S0038,Mars Mini Mix,Food - Chocolate,manisha,Kharpara,B.Baria,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,151,ct,19.0,2869.0
91,30-01-2021 07:51,P034,C000323,T01075,I00085,S0038,Tropicana Orange Juice 10 oz 100% ,Beverage - Juice,nanak chand,Megna,Comilla,Chittagong,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,4,bottles,18.0,72.0
92,21-06-2019 18:23,P005,C000193,T07457,I00167,S0038,Pringles Snak Stacks Variety,Food - Chips,deepak,Mirpur-1,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,7,ct,14.0,98.0
93,24-05-2018 07:17,P024,C001900,T01924,I00145,S0038,Paper Plates 7 inch  Ultra Strong,Dishware - Plates,savitri bai,Bishwanath,Sylhet,Sylhet,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,144,ct,17.0,2448.0
94,12-04-2014 14:18,P010,C000241,T07726,I00050,S0038,Waterloo Sparkling Watermelon 12oz,a. Beverage Sparkling Water,dinesh,Farmgate,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,cans,8.0,48.0
95,04-11-2019 23:50,P002,C001066,T02105,I00213,S0038,Yoplait Original Yogurt Variety Pack ,Food - Healthy,heena,Keranigong,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,ct,12.0,96.0
96,12-01-2017 20:36,P036,C000523,T03883,I00041,S0038,San Pelligrino 16oz Plastic ,a. Beverage Sparkling Water,vivek chabra,Agargaon,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,bottles,23.0,69.0
97,14-08-2019 16:00,P011,C001679,T06475,I00172,S0038,Hershey Chocoalte Minatures Assort.,Food - Chocolate,neetu,Agargaon,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,40,oz,19.0,760.0
98,19-06-2018 22:24,P021,C001258,T03894,I00073,S0038,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,divya bharti,Mogbazar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,20,bottles,20.0,400.0
99,25-04-2020 17:11,P012,C000418,T06114,I00065,S0038,G2 Lo Calorie Variety 20 oz,Beverage - Gatorade,dharmender,Bashundhara R/A,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,bottles,20.0,180.0
100,02-02-2017 13:56,P039,C001348,T02830,I00033,S0038,La Croix Sparkling Grapefruit 12 oz,a. Beverage Sparkling Water,anupama,Shyamoli,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,cans,16.0,208.0
101,18-06-2015 12:05,P011,C000677,T01743,I00196,S0038,Fiber One 90 Calorie Fudge Brownies,Food - Healthy,anita,Gournadi,Barishal,Barishal,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,29,ct,16.0,464.0
102,01-04-2017 14:15,P021,C001508,T07769,I00047,S0038,Waterloo Sparkling Lime 12oz,a. Beverage Sparkling Water,mumtaz @ babi,Agargaon,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,cans,8.0,40.0
103,23-06-2016 13:58,P004,C000373,T07540,I00078,S0038,Pure Leaf Sweet Tea 8.5oz,Beverage - Iced Tea,kiran pal,Dhanmondi,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,12,bottles,17.0,204.0
104,18-08-2018 22:55,P002,C000093,T04865,I00228,S0038,"Kellogg Fun Mix Cheez it, Prngls, Fam Amos",Food - Sweets,beeru,Megna,Comilla,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,pk,14.0,154.0
105,22-11-2021 07:26,P031,C000556,T09431,I00147,S0038,Plastic Forks White Heavyweight,Dishware - Utensils,himanshu,Uttara,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,188,ct,15.0,2820.0
