id,transaction_date_time,payment_key,customer_key,time_key,item_key,store_key,item_name,item_description,customer_name,customer_upazila,customer_district,customer_division,quarter,store_size,store_city,store_upazila,store_district,store_division,quantity,unit,unit_price,total_price
d2642333-f997-489b-b941-5fc6777f7a34,14-12-2014 04:52,P021,C000060,T01703,I00066,S0038,Gatorade Frost Variety 20 oz ,Beverage - Gatorade,yognder,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,bottles,20.0,220.0
638535cf-95d3-4519-ae13-279d42df3fa2,08-06-2019 13:28,P006,C001717,T06878,I00086,S0038,V8 100% Vegetable Juice 11oz cans,Beverage - Juice,sheetal,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,cans,18.0,108.0
34bb7cee-22ae-4d92-92b6-35d3449258bc,18-04-2018 01:00,P039,C000318,T00734,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,avdhesh,Shyamoli,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,25,ct,14.0,350.0
d65596dc-7209-4bff-a88d-aec032af5d6d,19-08-2015 05:32,P039,C001559,T01262,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,chanchal,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,22,ct,14.0,308.0
f215a193-701a-4788-8603-15dbd79958d7,09-04-2019 02:28,P031,C000866,T03872,I00119,S0038,K Cups Original Donut Shop Med. Roast,Coffee K-Cups,chanchal,Keranigong,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,83,ct,53.0,4399.0
05cc1e1a-0caa-4020-8f93-3613c774e8d0,09-02-2022 10:13,P009,C000391,T04138,I00177,S0038,M&M Peanut Candy 1.7 oz,Food - Chocolate,vashudev,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,35.0,455.0
798a1785-6e27-457b-83a6-1c5206f9c0fa,28-02-2019 11:51,P031,C000096,T06658,I00026,S0038,Sprite - 12 oz cans,a. Beverage - Soda,guddu,Megna,Comilla,Chittagong,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,cans,6.75,67.5
301d0944-ff5e-46ea-8e7e-290c9eba8ccb,27-10-2018 02:19,P031,C000890,T09952,I00242,S0038,Trident Original Flavor 18/pk,Gum - Mints,rinukanwr,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,pk,12.0,132.0
86a7bc3a-1c7f-49d5-8260-5e7d4873ad50,31-10-2022 04:29,P023,C000982,T03063,I00235,S0038,Zoo Animal Cookies/Crackers,Food - Sweets,mamta,Bishwanath,Sylhet,Sylhet,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,25,ct,14.0,350.0
6316ef27-9995-4f27-bbf1-a932022ebb3e,27-07-2019 21:36,P035,C001572,T03017,I00253,S0038,ForceFlex Trash Bags 13 Gal ,Kitchen Supplies,kumari radha,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,98,bags,21.0,2058.0
4b477fc2-8f19-46d2-bec3-725bb08f2a4d,18-10-2019 17:11,P004,C001606,T00982,I00232,S0038,"Pop-Tarts, Brown Sugar Cinnamon ",Food - Sweets,sareen bano,Dhanmondi,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,7,ct,12.0,84.0
dd640dcf-08f6-4be0-b46a-533cdf160b4e,01-08-2017 02:36,P001,C000759,T05534,I00172,S0038,Hershey Chocoalte Minatures Assort.,Food - Chocolate,pooja,Dhanmondi,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,17,oz,19.0,323.0
64bb3ae6-98e4-4942-a1de-f75c42f4eea2,19-06-2015 05:46,P004,C000343,T00647,I00220,S0038,Austin Cookie Cracker Variety,Food - Snacks,narayan gadri,Mirpur-1,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,32,ct,14.0,448.0
c76e8498-5adf-4332-ba17-355b7f1823a4,05-05-2021 08:32,P027,C000408,T07903,I00154,S0038,Chex Mix Original,Food - Chips,amarapal,Shyamoli,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,21,Bags,15.0,315.0
bfd49a4a-10a4-4f2d-a2eb-13be0f04b02c,18-11-2020 16:03,P015,C001464,T00309,I00040,S0038,Perrier Sparkling Water plastic 16.9oz,a. Beverage Sparkling Water,suman,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,17,bottles,22.0,374.0
5de8a8cf-f0e0-430e-91b9-e4477075b030,27-08-2019 10:28,P012,C000424,T08928,I00212,S0038,Sargento String Cheese 0.75oz,Food - Healthy,sagar,Mirpur-1,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,ct,12.0,72.0
5321c563-b57a-4fd8-8e11-9c8944323c78,03-11-2022 14:11,P039,C000749,T03698,I00081,S0038,Tejava Unsweetened Black Tea 16.9oz,Beverage - Iced Tea,priyanka,Uttara,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,bottles,29.0,87.0
03fa4de5-28d4-4c96-b85d-c0e6c55c37fb,24-07-2018 00:44,P009,C001273,T07172,I00023,S0038,Pepsi - 12 oz cans,a. Beverage - Soda,ruksar,Mirpur-1,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,6.75,13.5
1980b816-98a1-4b8c-9fe6-c89027f5d610,24-06-2014 06:08,P012,C000495,T02148,I00094,S0038,Ozarka Spring Water Mini 8oz,Beverage Water,raja ram,Bishwanath,Sylhet,Sylhet,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,bottles,11.0,99.0
fcc6c5a7-49f7-4ba1-bd53-b9480fc7df64,07-09-2018 23:22,P004,C001378,T01919,I00163,S0038,Goldfish Pepperidge Farm Cheddar 1.5oz ,Food - Chips,shivani,Megna,Comilla,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,bags,15.0,150.0
80bf005e-87b3-4a7e-b9f0-5f5604039f87,10-06-2018 12:13,P002,C001133,T00727,I00075,S0038,Brisk Lemon Iced Tea - 12 oz cans,Beverage - Iced Tea,tapsam,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,27,cans,15.5,418.5
dbb1997e-5877-45f0-82b9-55cdf17da95b,14-11-2017 20:00,P036,C001133,T05847,I00182,S0038,Reese's Pieces Peanutbutter Candy,Food - Chocolate,tapsam,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,oz,15.0,120.0
1bf18615-8ab9-40aa-b532-db8dcbe0af23,17-11-2021 18:26,P038,C001297,T06467,I00081,S0038,Tejava Unsweetened Black Tea 16.9oz,Beverage - Iced Tea,usha,Farmgate,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,bottles,29.0,145.0
14f2568a-afa4-4280-8eb2-aa0a6a138ef6,04-03-2016 20:35,P020,C001153,T09113,I00144,S0038,Paper Plate 10 inch Ultra Strong,Dishware - Plates,heena,Keranigong,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,109,ct,20.0,2180.0
cb7617ae-3bf8-40de-8dac-52cab0531f90,19-09-2019 19:14,P023,C001153,T07891,I00174,S0038,Hershey Kisses ,Food - Chocolate,heena,Keranigong,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,oz,18.0,162.0
0ef93e46-86d2-41b7-8e8b-3038771bc44a,21-06-2016 15:25,P004,C001143,T01352,I00135,S0038,Chinet Comfort Hot Cups with Lids 16oz,Dishware - Cups Hot,sandhya,Kharpara,B.Baria,Chittagong,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,26,ct,14.0,364.0
523a5f9a-34b9-4329-b3a1-bfd10148e35c,17-01-2019 07:17,P036,C000741,T01879,I00029,S0038,Sunkist Orange - 12 oz cans,a. Beverage - Soda,priya,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,12,cans,11.5,138.0
ce5bff46-a06c-4a91-8309-4f6e93f6396c,28-05-2016 03:57,P005,C000022,T03878,I00192,S0038,Cliff Energy Bars Variety Pack,Food - Healthy,rahul,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,22,ct,24.0,528.0
1c638ce0-7807-4328-88e9-25226d539e1d,22-12-2015 17:28,P026,C000806,T09165,I00173,S0038,Hershey Factory Favorites Mix,Food - Chocolate,preeti,Keranigong,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,80,ct,19.0,1520.0
f1c5e2fd-3cc6-4e79-911e-df1b2619b1da,10-06-2017 23:52,P028,C000995,T07893,I00123,S0038,Honey Packets  ,Coffee Sweetener,manisha,Uttara,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,13,ct,45.0,585.0
0c9e14ad-3097-481e-a112-b8b471ec3414,05-12-2015 05:10,P016,C001358,T00843,I00068,S0038,Gatorade Liberty Variety 20 oz ,Beverage - Gatorade,isha naaz,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,11,bottles,20.0,220.0
ff919336-573d-44d6-9096-92bec82df102,18-04-2022 00:37,P013,C000004,T02832,I00128,S0038,Sweet N Low Sweetener,Coffee Sweetener,bhagwati prasad,Megna,Comilla,Chittagong,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1162,pk,16.0,18592.0
9d586f10-80e2-4b95-97a6-fdbf8777742c,19-05-2018 11:08,P017,C000655,T04425,I00259,S0038,Lysol Wipes 100 ct,Kitchen Supplies,arun,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,4,pack,26.0,104.0
67e99ff0-4ebc-469c-abb3-b8219149a15f,22-10-2014 04:22,P035,C000580,T00097,I00114,S0038,K Cups – Starbuck's Pike Place,Coffee K-Cups,annu,Savar,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,34,ct,44.0,1496.0
efce4c51-a90c-488d-ada9-05bfd524e72c,17-03-2014 18:40,P031,C000573,T02015,I00200,S0038,Kind  Bars Mini Variety Pack 0.7 oz ,Food - Healthy,sonu,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,6,bars,20.0,120.0
173996e1-7d14-48ee-a28f-989283709060,30-03-2018 07:50,P001,C001545,T02957,I00259,S0038,Lysol Wipes 100 ct,Kitchen Supplies,hemraj,Bishwanath,Sylhet,Sylhet,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1,pack,26.0,26.0
eaf37679-3e05-473a-a788-eee1265af849,30-03-2018 07:50,P015,C000422,T02957,I00123,S0038,Honey Packets  ,Coffee Sweetener,dinesh,Savar,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,32,ct,45.0,1440.0
b4172891-aeac-4a41-a98e-175bbc37b20a,12-09-2015 00:13,P033,C000735,T05205,I00194,S0038,Detour Lower Sugar Protein Bar,Food - Healthy,salima,Kharpara,B.Baria,Chittagong,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,bars,23.0,368.0
4be69a8c-4d16-4915-b057-1a22dbfd719b,28-12-2015 18:01,P008,C001785,T04175,I00134,S0038,Red Plastic Cups 18oz,Dishware - Cups Cold,shahna,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,250,ct,16.0,4000.0
a3b7e4c2-2dc7-4e26-994d-63a14672b945,07-04-2022 01:31,P035,C000161,T05431,I00144,S0038,Paper Plate 10 inch Ultra Strong,Dishware - Plates,vivek,Mogbazar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,203,ct,20.0,4060.0
1b58be40-21f3-40a4-b5df-e34f8ee47c7a,09-08-2018 10:31,P039,C001425,T04977,I00073,S0038,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,manisha,Bashundhara R/A,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,19,bottles,20.0,380.0
52584881-479a-4807-8478-0efe7dfb8bba,01-05-2019 20:56,P006,C000839,T04683,I00045,S0038,Waterloo Sparkling Grapefruit 12oz,a. Beverage Sparkling Water,seema,Savar,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,cans,8.0,40.0
91961b69-9b1b-468b-8b85-26f2ff27afa3,06-05-2018 09:12,P026,C000648,T02431,I00057,S0038,Muscle Milk Protein Shake Van. 11oz,Beverage - Energy/Protein,aasish  kumar,Bashundhara R/A,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,bottles,24.0,120.0
8bdfdcb1-46ae-4e88-893b-1bfdf558a027,21-05-2016 21:17,P015,C000226,T08658,I00055,S0038,Monster Zero Ultra Variety 16 oz,Beverage - Energy/Protein,naval kishore,Bashundhara R/A,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,20,cans,40.0,800.0
d8f808a7-c7e4-405d-bc72-355d9c377071,17-09-2021 14:26,P010,C001439,T05278,I00053,S0038,Monster Original Green 16 oz,Beverage - Energy/Protein,khushi,Bishwanath,Sylhet,Sylhet,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,12,cans,40.0,480.0
9d1cc384-022e-469f-bc72-076c6b7e2677,12-03-2016 01:19,P005,C001135,T07605,I00109,S0038,Folgers Classic Roast Coffee,Coffee Ground,khusboo,Mohammadpur,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,7,oz,17.0,119.0
144abe09-802d-448c-8f37-7b218ee4f0ed,02-06-2019 13:25,P025,C001928,T03732,I00011,S0038,Diet Coke Caffeine Free 12oz cans,a. Beverage - Soda,mamita,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,6.75,13.5
e5333309-84b2-46ca-8d60-f58ef852cff9,14-12-2017 03:03,P022,C000596,T09686,I00119,S0038,K Cups Original Donut Shop Med. Roast,Coffee K-Cups,gaurav kumar,Agargaon,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,ct,53.0,848.0
ad5cba2c-eb9d-4714-905b-8273b6e58d64,07-11-2017 11:49,P018,C001397,T06387,I00104,S0038,Njoy Creamer Canister 16 oz,Coffee Creamer,roshan,Bashundhara R/A,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,3,ct,14.0,42.0
49cecd76-e64b-4dc9-9146-35a5705869e5,02-10-2015 15:44,P028,C001251,T08887,I00083,S0038,Ocean Spray Cranberry Juice Cocktail 15oz ,Beverage - Juice,virjiniya,Agargaon,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,1,bottles,14.0,14.0
955cd40f-1814-4d9a-ad3b-257e84ae033f,14-06-2017 17:18,P031,C000163,T05384,I00183,S0038,Snickers Bars 1.8oz,Food - Chocolate,deep,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,44,ct,35.0,1540.0
e22be8c0-cb2e-4db5-b489-42c6e6b16c7f,22-05-2020 02:36,P029,C000050,T01382,I00057,S0038,Muscle Milk Protein Shake Van. 11oz,Beverage - Energy/Protein,harsh dagar,Mohammadpur,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,9,bottles,24.0,216.0
211fe962-96e1-4c82-a580-254379669be3,23-06-2020 06:25,P034,C000809,T05083,I00225,S0038,Famous Amos Cookies ,Food - Sweets,aakanksha,Agargaon,Dhaka,Dhaka,Q2,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,16,ct,17.0,272.0
3e29f946-ac1b-4abd-b939-cf0cea6f0573,30-10-2017 16:52,P005,C001344,T03030,I00038,S0038,Perrier Flavors Sparkling Water 16.9oz,a. Beverage Sparkling Water,poonam,Keranigong,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,bottles,23.0,184.0
1fdfd931-e76e-4db7-8537-918f8e64c324,10-12-2020 12:17,P018,C001772,T08215,I00054,S0038,Monster Zero Ultra 16 oz,Beverage - Energy/Protein,kavita,Kharpara,B.Baria,Chittagong,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,15,cans,40.0,600.0
02ebefe5-c382-4457-b2a8-eac8bac0f2fa,13-07-2015 12:31,P031,C001390,T00481,I00112,S0038,Swiss Miss Hot Cocoa Mix 1 oz,Coffee Hot Cocoa,smt. vidhya tiwari,Bashundhara R/A,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,51,ct,14.0,714.0
de8f3e35-cb05-460e-864c-d02ffff3a8e8,27-01-2019 11:12,P036,C001728,T00709,I00114,S0038,K Cups – Starbuck's Pike Place,Coffee K-Cups,smt gita,Bashundhara R/A,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,34,ct,44.0,1496.0
87d80798-a824-4d0b-ad91-9a4408248ff9,25-11-2017 11:14,P035,C000477,T06790,I00002,S0038,A&W Root Beer Diet - 12 oz cans,a. Beverage - Soda,shsi kant,Mirpur-1,Dhaka,Dhaka,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,8,cans,6.75,54.0
88d93c30-c820-4ef6-8980-e5d1ae996ca7,27-09-2020 19:22,P035,C000742,T09406,I00002,S0038,A&W Root Beer Diet - 12 oz cans,a. Beverage - Soda,pooja,Savar,Dhaka,Dhaka,Q3,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,10,cans,6.75,67.5
f0986f3a-c466-49ce-80b5-ea4c74d42154,28-03-2017 16:00,P004,C001832,T09597,I00021,S0038,Hawaiian Punch - 12 oz cans,a. Beverage - Soda,ekta,Mirpur-1,Dhaka,Dhaka,Q1,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,5,cans,6.75,33.75
f76d9278-f5c5-42cb-b15e-58ff58336bda,28-10-2014 09:53,P006,C001891,T07620,I00016,S0038,Dr. Pepper - 12 oz cans,a. Beverage - Soda,komal kumari,Kharpara,B.Baria,Chittagong,Q4,medium,Laxmipur,Ramgati,Laxmipur,Chittagong,2,cans,16.25,32.5
